Zip Range Start,Zip Range End,Svc Terminal,Direct/Indirect
54564,54564,392,D
54566,54566,392,D
54568,54568,392,D
54601,54603,396,D
54610,54611,392,D
54612,54612,396,D
54613,54613,392,D
54614,54614,396,D
54615,54616,392,D
54618,54618,306,D
54619,54619,396,D
54620,54620,392,D
54621,54621,396,D
54622,54622,392,D
54623,54623,396,D
54624,54626,392,D
54627,54627,396,D
54628,54629,392,D
54630,54630,396,D
54631,54632,392,D
54634,54634,306,D
54635,54635,392,D
54636,54636,396,D
54637,54638,306,D
54639,54639,392,D
54642,54642,392,D
54643,54643,306,D
54644,54645,392,D
54646,54646,306,D
54648,54648,392,D
54649,54649,306,D
54650,54650,396,D
54651,54651,392,D
54652,54653,396,D
54654,54655,392,D
54656,54656,396,D
54657,54657,392,D
54658,54658,396,D
54659,54659,392,D
54660,54660,306,D
54661,54661,396,D
54662,54662,306,D
54663,54663,392,D
54664,54665,396,D
54666,54666,306,D
54667,54667,396,D
54669,54669,396,D
54670,54671,306,D
54701,54703,336,D
54720,54720,336,D
54721,54722,392,D
54723,54723,388,D
54724,54724,336,D
54725,54725,392,D
54726,54730,336,D
54731,54731,392,D
54732,54732,336,D
54733,54738,392,D
54739,54739,336,D
54740,54741,392,D
54742,54742,336,D
54743,54744,392,D
54745,54745,336,D
54746,54747,392,D
54748,54748,336,D
54749,54750,392,D
54751,54751,336,D
54754,54756,392,D
54757,54757,336,D
54758,54767,392,D
54768,54768,336,D
54769,54770,392,D
54771,54771,336,D
54772,54773,392,D
54774,54774,336,D
54801,54801,392,D
54805,54805,336,D
54806,54806,392,D
54810,54810,392,D
54812,54812,336,D
54813,54814,392,D
54816,54818,392,D
54819,54819,336,D
54820,54821,392,D
54822,54822,336,D
54823,54828,392,D
54829,54829,336,D
54830,54830,392,D
54832,54832,392,D
54835,54847,392,D
54848,54848,336,D
54849,54850,392,D
54852,54859,392,D
54861,54862,392,D
54864,54865,392,D
54866,54866,336,D
54867,54867,392,D
54868,54868,336,D
54870,54876,392,D
54880,54880,370,D
54888,54888,392,D
54889,54889,336,D
54890,54891,392,D
54893,54893,392,D
54895,54896,392,D
54901,54904,392,D
54906,54906,392,D
54909,54909,392,D
54911,54919,392,D
54921,54923,392,D
54926,54927,392,D
54928,54929,390,D
54930,54932,392,D
54933,54933,390,D
54934,54937,392,D
54940,54944,392,D
54945,54945,307,D
54946,54949,392,D
54950,54950,390,D
54951,54952,392,D
54956,54957,392,D
54960,54971,392,D
54974,54976,392,D
54977,54977,307,D
54978,54980,392,D
54981,54981,307,D
54982,54986,392,D
55001,55005,385,D
55006,55006,368,D
55007,55007,385,D
55008,55008,368,D
55009,55010,388,D
55011,55014,385,D
55016,55018,385,D
55019,55019,388,D
55020,55020,385,D
55021,55021,388,D
55024,55025,385,D
55026,55027,388,D
55029,55033,385,D
55036,55038,385,D
55040,55040,385,D
55041,55041,388,D
55042,55047,385,D
55049,55049,388,D
55051,55051,368,D
55052,55056,385,D
55057,55057,388,D
55060,55060,388,D
55063,55065,385,D
55066,55066,388,D
55067,55077,385,D
55079,55080,385,D
55082,55082,385,D
55084,55085,385,D
55087,55088,385,D
55089,55089,388,D
55090,55090,385,D
55092,55092,385,D
55101,55199,385,D
55301,55302,368,D
55303,55307,385,D
55308,55309,368,D
55310,55318,385,D
55319,55321,368,D
55322,55324,385,D
55325,55326,368,D
55327,55328,385,D
55329,55330,368,D
55331,55341,385,D
55342,55342,368,D
55343,55347,385,D
55349,55349,385,D
55350,55350,368,D
55352,55354,385,D
55355,55355,368,D
55356,55361,385,D
55362,55362,368,D
55363,55364,385,D
55366,55370,385,D
55371,55371,368,D
55372,55376,385,D
55377,55377,368,D
55378,55379,385,D
55380,55380,368,D
55381,55392,385,D
55395,55395,368,D
55396,55396,366,D
55397,55397,385,D
55398,55398,368,D
55401,55499,385,D
55550,55550,385,D
55601,55601,370,D
55602,55602,385,D
55603,55606,370,D
55607,55607,385,D
55609,55609,370,D
55612,55616,370,D
55701,55701,370,D
55702,55704,385,D
55705,55705,370,D
55706,55706,385,D
55707,55709,370,D
55710,55710,385,D
55711,55711,370,D
55712,55712,385,D
55713,55713,370,D
55716,55722,370,D
55723,55723,385,D
55724,55724,370,D
55725,55729,385,D
55730,55730,370,D
55731,55732,385,D
55733,55734,370,D
55735,55735,385,D
55736,55736,370,D
55738,55738,370,D
55740,55740,385,D
55741,55741,370,D
55742,55742,385,D
55744,55744,370,D
55746,55746,370,D
55748,55748,385,D
55749,55751,370,D
55752,55752,385,D
55753,55753,370,D
55754,55758,385,D
55760,55760,385,D
55762,55762,370,D
55763,55764,385,D
55765,55765,370,D
55766,55767,385,D
55768,55769,370,D
55771,55772,385,D
55775,55775,370,I
55777,55778,385,D
55779,55780,370,D
55781,55783,385,D
55784,55784,370,D
55785,55788,385,D
55789,55789,370,D
55790,55790,385,D
55791,55792,370,D
55793,55793,385,D
55794,55794,370,D
55795,55796,385,D
55797,55797,370,D
55798,55799,385,D
55801,55899,370,D
55901,55906,388,D
55909,55910,385,D
55912,55912,388,D
55917,55918,388,D
55919,55919,385,D
55920,55920,388,D
55921,55922,385,D
55923,55924,388,D
55925,55925,396,D
55926,55927,388,D
55929,55929,388,D
55931,55931,385,D
55932,55936,388,D
55938,55938,388,D
55939,55939,385,D
55940,55940,388,D
55941,55941,385,D
55942,55943,396,D
55944,55946,388,D
55947,55947,396,D
55949,55951,385,D
55952,55952,396,D
55953,55954,385,D
55955,55957,388,D
55959,55959,396,D
55960,55960,388,D
55961,55962,385,D
55963,55965,388,D
55967,55967,388,D
55969,55969,396,D
55970,55970,385,D
55971,55971,396,D
55972,55973,388,D
55974,55974,385,D
55975,55978,388,D
55979,55979,385,D
55981,55983,388,D
55985,55985,388,D
55986,55986,385,D
55987,55988,396,D
55990,55990,385,D
55991,55992,388,D
56001,56003,366,D
56007,56007,388,D
56009,56009,385,D
56010,56010,366,D
56011,56011,385,D
56013,56013,366,D
56014,56014,385,D
56016,56016,385,D
56017,56017,366,D
56019,56020,385,D
56021,56021,366,D
56022,56023,385,D
56024,56024,366,D
56025,56025,385,D
56026,56026,388,D
56027,56027,385,D
56028,56028,366,D
56029,56029,385,D
56030,56031,366,D
56032,56033,385,D
56034,56034,366,D
56035,56037,385,D
56039,56039,385,D
56041,56045,385,D
56046,56046,388,D
56047,56047,385,D
56048,56048,366,D
56050,56050,366,D
56051,56052,385,D
56053,56055,366,D
56056,56056,385,D
56057,56058,366,D
56060,56061,385,D
56062,56063,366,D
56064,56065,385,D
56068,56068,385,D
56069,56069,366,D
56070,56070,385,D
56071,56071,366,D
56072,56072,385,D
56073,56074,366,D
56076,56078,385,D
56080,56082,366,D
56083,56083,385,D
56084,56085,366,D
56087,56088,366,D
56089,56089,388,D
56090,56090,366,D
56091,56092,385,D
56093,56093,366,D
56096,56097,385,D
56098,56098,366,D
56101,56101,936,D
56110,56110,381,D
56111,56117,385,D
56118,56118,936,D
56119,56119,385,D
56120,56120,366,D
56121,56121,385,D
56122,56122,861,D
56123,56124,385,D
56126,56126,385,D
56127,56127,936,D
56128,56128,861,D
56129,56129,385,D
56131,56133,385,D
56136,56136,385,D
56137,56137,936,D
56138,56139,385,D
56141,56142,385,D
56143,56143,936,D
56144,56144,861,D
56145,56145,385,D
56147,56147,385,D
56149,56149,385,D
56150,56150,936,D
56151,56153,385,D
56155,56155,385,D
56156,56156,861,D
56157,56157,385,D
56159,56159,936,D
56160,56162,385,D
56164,56164,861,D
56165,56170,385,D
56171,56171,936,D
56172,56176,385,D
56178,56180,385,D
56181,56181,366,D
56183,56183,385,D
56185,56185,385,D
56186,56186,861,D
56187,56187,936,D
56201,56201,368,D
56207,56212,385,D
56214,56215,385,D
56216,56216,368,D
56218,56219,385,D
56220,56220,381,D
56221,56227,385,D
56228,56228,368,D
56229,56233,385,D
56235,56238,385,D
56239,56239,381,D
56240,56241,385,D
56243,56246,385,D
56248,56252,385,D
56253,56253,368,D
56255,56257,385,D
56258,56258,381,D
56260,56260,385,D
56262,56263,385,D
56264,56264,381,D
56265,56267,385,D
56270,56272,385,D
56273,56273,368,D
56274,56274,385,D
56276,56277,385,D
56278,56278,381,D
56279,56287,385,D
56288,56288,368,D
56289,56290,385,D
56291,56291,381,D
56292,56295,385,D
56296,56296,864,D
56297,56297,381,D
56301,56304,368,D
56307,56308,368,D
56309,56309,864,I
56310,56310,368,D
56311,56311,864,D
56312,56313,385,D
56314,56314,368,D
56315,56317,385,D
56318,56318,368,D
56319,56319,385,D
56320,56321,368,D
56323,56323,385,D
56324,56324,864,I
56325,56328,385,D
56329,56330,368,D
56331,56333,385,D
56334,56334,368,D
56335,56335,385,D
56336,56336,368,D
56338,56339,385,D
56340,56340,368,D
56341,56344,385,D
56345,56347,368,D
56349,56350,385,D
56352,56353,368,D
56354,56354,385,D
56355,56355,864,I
56356,56357,368,D
56358,56359,385,D
56360,56360,368,D
56361,56361,385,D
56362,56364,368,D
56367,56369,368,D
56371,56371,368,D
56372,56372,385,D
56373,56375,368,D
56376,56376,385,D
56377,56379,368,D
56380,56381,385,D
56382,56382,368,D
56384,56384,368,D
56385,56386,385,D
56387,56387,368,D
56389,56389,368,D
56395,56395,368,D
56401,56401,368,D
56425,56425,368,D
56430,56431,385,D
56433,56433,385,D
56434,56434,864,I
56435,56436,385,D
56437,56438,864,I
56440,56441,368,D
56442,56444,385,D
56446,56446,864,I
56447,56450,385,D
56452,56452,385,D
56453,56453,864,I
56455,56456,385,D
56458,56462,385,D
56464,56464,864,D
56465,56465,368,D
56466,56467,864,I
56468,56468,368,D
56469,56469,385,D
56470,56470,864,D
56472,56472,368,D
56473,56473,864,I
56474,56475,385,D
56477,56478,864,I
56479,56479,368,D
56481,56481,864,I
56482,56482,864,D
56484,56485,385,D
56501,56502,864,D
56510,56511,864,D
56513,56514,864,D
56515,56518,864,I
56519,56520,864,D
56521,56522,864,I
56524,56524,864,I
56525,56525,864,D
56527,56527,864,I
56528,56529,864,D
56531,56531,864,D
56533,56533,864,I
56534,56538,864,D
56540,56541,864,I
56542,56545,864,D
56546,56546,864,I
56547,56547,864,D
56548,56548,864,I
56549,56550,864,D
56551,56551,385,D
56552,56553,864,I
56554,56554,864,D
56556,56557,864,I
56560,56561,864,D
56565,56566,864,I
56567,56567,864,D
56568,56570,864,I
56571,56573,864,D
56574,56576,864,I
56578,56578,864,I
56579,56580,864,D
56583,56583,864,I
56584,56584,864,D
56585,56586,864,I
56587,56587,864,D
56588,56589,864,I
56590,56590,864,D
56591,56592,864,I
56594,56594,864,I
56601,56601,385,D
56621,56621,864,D
56623,56623,864,D
56625,56631,385,D
56633,56633,385,D
56634,56634,864,D
56636,56637,385,D
56639,56639,385,D
56641,56641,385,D
56644,56644,864,D
56647,56647,385,D
56649,56650,385,D
56651,56652,864,I
56653,56655,385,D
56657,56663,385,D
56665,56665,864,D
56666,56666,864,I
56667,56669,385,D
56670,56671,864,I
56672,56672,385,D
56673,56673,864,D
56676,56676,864,I
56678,56678,385,D
56680,56681,385,D
56682,56682,864,D
56683,56683,385,D
56684,56684,864,D
56686,56686,864,D
56687,56688,385,D
56701,56701,864,D
56710,56710,864,I
56711,56711,385,D
56712,56713,864,I
56714,56714,864,D
56715,56715,864,I
56716,56716,864,D
56720,56721,864,D
56722,56723,864,I
56724,56724,864,D
56725,56729,864,I
56731,56738,864,I
56740,56740,864,I
56742,56742,864,D
56744,56744,864,I
56748,56748,864,I
56750,56750,864,I
56751,56751,864,D
56754,56756,864,I
56757,56757,864,D
56758,56761,864,I
56762,56763,864,D
57001,57001,861,D
57002,57002,381,D
57003,57006,861,D
57010,57010,381,D
57012,57013,861,D
57014,57014,381,D
57015,57015,861,D
57016,57016,381,D
57017,57022,861,D
57023,57024,381,D
57025,57025,860,D
57026,57026,861,D
57027,57027,381,D
57028,57030,861,D
57031,57031,381,D
57032,57033,861,D
57034,57037,381,D
57038,57038,860,D
57039,57039,861,D
57040,57040,381,D
57041,57043,861,D
57044,57048,381,D
57049,57049,860,D
57050,57052,381,D
57053,57053,861,D
57054,57054,381,D
57055,57056,861,D
57058,57058,861,D
57059,57063,381,D
57064,57065,861,D
57066,57067,381,D
57068,57068,861,D
57069,57070,381,D
57071,57071,861,D
57072,57076,381,D
57077,57077,861,D
57078,57078,381,D
57101,57199,861,D
57201,57202,381,D
57210,57210,381,D
57212,57212,861,D
57213,57214,381,D
57216,57221,381,D
57223,57227,381,D
57229,57239,381,D
57241,57252,381,D
57255,57266,381,D
57268,57274,381,D
57276,57276,381,D
57278,57279,381,D
57301,57301,861,D
57310,57310,381,D
57311,57311,861,D
57312,57317,381,D
57319,57319,861,D
57321,57325,381,D
57328,57332,381,D
57334,57335,381,D
57336,57336,861,D
57337,57339,381,D
57341,57342,381,D
57344,57346,381,D
57348,57348,381,D
57349,57349,861,D
57350,57350,381,D
57353,57358,381,D
57359,57359,861,D
57361,57371,381,D
57373,57376,381,D
57379,57386,381,D
57401,57402,381,D
57420,57422,381,D
57424,57428,381,D
57430,57430,381,D
57432,57442,381,D
57445,57446,381,D
57448,57452,381,D
57454,57457,381,D
57460,57462,381,D
57465,57477,381,D
57479,57479,381,D
57481,57481,381,D
57483,57483,381,D
57501,57501,381,D
57520,57523,381,D
57526,57526,381,D
57528,57529,381,D
57531,57534,381,D
57536,57538,381,D
57540,57544,381,D
57547,57548,381,D
57551,57552,381,D
57555,57555,381,D
57559,57559,381,D
57562,57564,381,D
57566,57572,381,D
57576,57577,381,D
57579,57580,381,D
57584,57584,381,D
57601,57601,381,D
57620,57621,381,D
57623,57623,381,D
57625,57626,381,D
57628,57628,381,D
57631,57634,381,D
57636,57636,381,D
57638,57642,381,D
57645,57646,381,D
57648,57649,381,D
57652,57653,381,D
57656,57658,381,D
57660,57661,381,D
57701,57709,381,D
57714,57720,381,D
57722,57722,381,D
57724,57724,381,D
57730,57730,381,D
57732,57732,381,D
57735,57735,381,D
57737,57738,381,D
57741,57742,381,D
57744,57745,381,D
57747,57748,381,D
57750,57752,381,D
57754,57764,381,D
57766,57767,381,D
57769,57770,381,D
57772,57775,381,D
57777,57777,381,D
57779,57779,381,D
57782,57783,381,D
57785,57785,381,D
57787,57788,381,D
57790,57790,381,D
57793,57794,381,D
58001,58002,864,D
58003,58003,864,I
58004,58007,864,D
58008,58008,864,I
58009,58009,864,D
58011,58012,864,D
58013,58014,864,I
58015,58016,864,D
58017,58017,864,I
58018,58018,864,D
58020,58020,864,I
58021,58021,864,D
58023,58023,864,I
58024,58024,864,D
58027,58027,864,D
58029,58029,864,D
58030,58033,864,I
58035,58036,864,D
58038,58038,864,D
58039,58039,864,I
58040,58042,864,D
58043,58043,864,I
58045,58048,864,D
58049,58049,864,I
58051,58051,864,D
58052,58053,864,I
58054,58054,864,D
58056,58056,864,D
58057,58058,864,I
58059,58059,864,D
58060,58060,864,I
58061,58061,864,D
58062,58062,864,I
58063,58065,864,D
58067,58069,864,I
58071,58072,864,D
58074,58075,864,D
58077,58079,864,D
58081,58081,864,I
58101,58199,864,D
58201,58201,864,D
58203,58208,864,D
58210,58210,864,D
58212,58212,864,D
58213,58213,864,I
58214,58214,864,D
58216,58216,864,I
58218,58219,864,D
58220,58220,864,I
58222,58222,864,I
58223,58225,864,D
58227,58227,864,I
58228,58230,864,D
58231,58231,864,I
58233,58233,864,I
58235,58236,864,I
58237,58237,864,D
58238,58239,864,I
58240,58240,864,D
58241,58241,864,I
58243,58246,864,I
58249,58250,864,I
58251,58251,864,D
58253,58254,864,D
58255,58256,864,I
58257,58257,864,D
58258,58258,864,I
58259,58259,864,D
58260,58262,864,I
58264,58264,864,I
58265,58267,864,D
58269,58269,864,I
58270,58272,864,D
58273,58273,864,I
58274,58275,864,D
58276,58276,864,I
58277,58278,864,D
58279,58279,864,I
58281,58281,864,I
58282,58282,864,D
58301,58301,864,D
58310,58310,864,I
58311,58311,864,D
58313,58313,864,I
58315,58315,864,I
58316,58316,864,D
58317,58317,864,I
58318,58321,864,D
58322,58323,864,I
58324,58324,864,D
58325,58325,864,I
58327,58330,864,D
58331,58331,864,I
58332,58333,864,D
58335,58335,864,D
58337,58337,864,I
58338,58338,864,D
58339,58339,864,I
58341,58342,864,D
58343,58343,864,I
58344,58344,864,D
58345,58346,864,I
58348,58348,864,D
58351,58351,864,D
58352,58353,864,I
58355,58355,864,I
58356,58356,864,D
58357,58357,864,I
58359,58359,864,D
58360,58360,864,I
58361,58361,864,D
58364,58365,864,I
58366,58368,864,D
58369,58369,864,I
58370,58370,864,D
58371,58372,864,I
58373,58373,864,D
58374,58374,864,I
58377,58377,864,D
58379,58382,864,D
58384,58386,864,I
58401,58402,864,D
58411,58411,864,I
58412,58413,864,D
58415,58415,864,I
58416,58416,864,D
58418,58418,864,D
58420,58420,864,I
58421,58430,864,D
58431,58431,864,I
58432,58433,864,D
58436,58436,864,D
58438,58438,864,D
58439,58442,864,I
58443,58445,864,D
58447,58447,864,I
58448,58448,864,D
58450,58452,864,D
58454,58456,864,I
58458,58458,864,D
58460,58460,864,D
58461,58462,864,I
58463,58464,864,D
58465,58466,864,I
58467,58467,864,D
58469,58469,864,I
58472,58473,864,I
58474,58484,864,D
58486,58488,864,D
58489,58490,864,I
58492,58492,864,D
58494,58496,864,D
58497,58497,864,I
58501,58502,864,D
58504,58505,864,D
58520,58524,864,D
58528,58531,864,D
58532,58532,864,I
58533,58535,864,D
58537,58538,864,D
58540,58541,864,D
58542,58542,864,I
58544,58545,864,D
58547,58547,864,D
58549,58549,864,I
58551,58555,864,D
58558,58559,864,D
58560,58561,864,I
58562,58566,864,D
58568,58572,864,D
58573,58573,864,I
58575,58577,864,D
58579,58580,864,D
58581,58581,864,I
58601,58602,864,D
58620,58623,864,D
58625,58627,864,D
58630,58630,864,D
58631,58631,864,I
58632,58632,864,D
58634,58634,864,D
58636,58642,864,D
58643,58643,864,I
58645,58656,864,D
58701,58705,864,D
58710,58715,864,I
58716,58716,864,D
58718,58718,864,I
58720,58721,864,I
58722,58723,864,D
58725,58725,864,I
58727,58728,864,I
58730,58734,864,I
58735,58735,864,D
58736,58741,864,I
58744,58744,864,I
58746,58750,864,I
58752,58752,864,I
58755,58758,864,I
58759,58759,864,D
58760,58761,864,I
58762,58763,864,D
58765,58765,864,I
58768,58771,864,I
58772,58772,864,D
58773,58773,864,I
58775,58776,864,I
58778,58779,864,I
58781,58781,864,D
58782,58783,864,I
58784,58784,864,D
58785,58785,864,I
58787,58790,864,I
58792,58795,864,I
58801,58802,864,D
58830,58833,864,I
58835,58835,864,I
58838,58838,864,I
58843,58845,864,I
58847,58847,864,I
58849,58850,864,I
58852,58853,864,I
58854,58854,864,D
58855,58856,864,I
59001,59003,888,I
59006,59008,888,I
59010,59011,888,I
59013,59016,888,I
59018,59019,888,I
59021,59022,888,I
59024,59039,888,I
59041,59041,888,I
59043,59043,888,I
59044,59044,888,D
59046,59047,888,I
59050,59055,888,I
59057,59057,888,I
59061,59061,888,I
59063,59072,888,I
59074,59076,888,I
59078,59078,888,I
59079,59079,888,D
59080,59082,888,I
59085,59087,888,I
59088,59088,888,D
59089,59089,888,I
59101,59199,888,D
59201,59201,888,I
59211,59213,888,I
59215,59215,888,I
59217,59219,888,I
59221,59223,888,I
59225,59226,888,I
59230,59231,888,I
59240,59244,888,I
59247,59248,888,I
59250,59250,888,I
59252,59263,888,I
59270,59270,888,I
59274,59276,888,I
59301,59301,888,I
59311,59315,888,I
59317,59318,888,I
59322,59324,888,I
59326,59327,888,I
59330,59330,888,I
59332,59333,888,I
59336,59337,888,I
59339,59339,888,I
59342,59342,888,I
59344,59344,888,I
59347,59347,888,I
59349,59349,888,I
59351,59351,888,I
59353,59354,888,I
59401,59406,888,D
59410,59412,888,I
59414,59414,888,D
59416,59422,888,I
59424,59425,888,I
59427,59427,888,I
59430,59430,888,I
59432,59436,888,I
59440,59440,888,D
59442,59442,888,D
59443,59444,888,I
59446,59448,888,I
59450,59454,888,I
59456,59457,888,I
59460,59460,888,I
59462,59469,888,I
59471,59472,888,I
59474,59474,888,I
59476,59476,888,D
59477,59477,888,I
59479,59480,888,I
59482,59487,888,I
59489,59489,888,I
59501,59501,888,I
59520,59532,888,I
59537,59538,888,I
59540,59540,888,I
59542,59547,888,I
59601,59602,888,I
59604,59604,888,I
59620,59620,888,I
59623,59626,888,I
59631,59636,888,I
59638,59640,888,I
59642,59645,888,I
59647,59648,888,I
59701,59703,888,I
59710,59711,888,I
59713,59716,888,I
59718,59718,888,I
59720,59722,888,I
59724,59725,888,I
59727,59733,888,I
59735,59736,888,I
59739,59741,888,I
59743,59743,888,I
59745,59745,888,I
59747,59751,888,I
59752,59752,888,D
59754,59756,888,I
59758,59762,888,I
59771,59773,888,I
59801,59812,633,D
59820,59821,633,D
59823,59823,633,D
59824,59824,633,I
59825,59825,633,D
59826,59827,633,I
59828,59828,633,D
59829,59829,633,I
59831,59831,633,I
59832,59832,888,I
59833,59834,633,D
59836,59836,633,I
59837,59837,888,I
59840,59842,633,I
59843,59843,888,I
59844,59845,633,I
59846,59847,633,D
59851,59851,633,D
59852,59853,633,I
59854,59854,888,I
59855,59856,633,I
59858,59858,888,I
59859,59860,633,I
59863,59863,633,I
59864,59864,633,D
59865,59866,633,I
59868,59868,633,I
59870,59870,633,D
59871,59874,633,I
59875,59875,633,D
59901,59902,633,I
59910,59915,633,I
59916,59916,888,I
59917,59920,633,I
59922,59923,633,I
59925,59937,633,I
60001,60001,354,D
60002,60002,316,D
60004,60006,300,D
60007,60007,305,D
60008,60008,300,D
60009,60010,305,D
60011,60011,316,D
60012,60014,354,D
60015,60015,316,D
60016,60018,300,D
60020,60021,354,D
60022,60022,300,D
60025,60026,300,D
60029,60029,300,D
60030,60031,316,D
60033,60034,354,D
60035,60035,316,D
60037,60037,316,D
60039,60039,354,D
60040,60041,316,D
60042,60042,354,D
60043,60043,300,D
60044,60049,316,D
60050,60051,354,D
60053,60053,300,D
60055,60055,305,D
